
INFO (client)Network.client1: Network.client1: c,2,2,8,0,50,2,1
INFO (client)Network.client2: Network.client2: c,3,3,3,0,23,9,4
INFO (broker)Network.broker1: Network.broker1: b,4,31,16,99,227
INFO (broker)Network.broker2: Network.broker2: b,5,46,28,99,274
INFO (client)Network.client3: Network.client3: c,6,4,3,0,60,4,2
INFO (client)Network.client4: Network.client4: c,7,4,13,0,54,3,2
INFO (broker)Network.broker3: Network.broker3: b,8,41,69,109,375
INFO (broker)Network.broker5: Network.broker5: b,9,28,8,109,203
INFO (broker)Network.broker6: Network.broker6: b,10,26,6,101,111
INFO (broker)Network.broker4: Network.broker4: b,11,30,10,109,163
INFO (client)Network.client5: Network.client5: c,12,3,10,0,60,5,1
INFO (client)Network.client6: Network.client6: c,13,7,7,0,55,15,6
INFO (client)Network.client7: Network.client7: c,14,5,9,0,91,7,3
INFO (client)Network.client8: Network.client8: c,15,3,5,0,46,1,1
INFO (client)Network.client9: Network.client9: c,16,2,5,0,19,1,1
INFO (client)Network.client10: Network.client10: c,17,3,3,0,6,0,0
INFO (client)Network.client: Network.client: c,18,8,8,0,73,16,8
INFO (client)Network.client11: Network.client11: c,19,4,7,0,55,8,4
INFO (client)Network.client12: Network.client12: c,20,5,7,0,50,8,5
INFO (client)Network.client13: Network.client13: c,21,3,7,0,71,6,2
INFO (client)Network.client14: Network.client14: c,22,2,6,0,26,2,2
INFO (client)Network.client15: Network.client15: c,23,3,5,0,26,2,2
INFO (client)Network.client16: Network.client16: c,24,3,9,0,43,7,2
INFO (client)Network.client17: Network.client17: c,25,1,6,0,40,5,1

INFO (client)Network.client1: Network.client1: c,2,3,2,0,5,1,1
INFO (client)Network.client2: Network.client2: c,3,3,6,0,24,7,1
INFO (broker)Network.broker1: Network.broker1: b,4,24,9,51,94
INFO (broker)Network.broker2: Network.broker2: b,5,30,20,48,98
INFO (client)Network.client3: Network.client3: c,6,1,5,0,7,1,1
INFO (client)Network.client4: Network.client4: c,7,3,3,0,35,13,4
INFO (broker)Network.broker3: Network.broker3: b,8,45,67,55,191
INFO (broker)Network.broker5: Network.broker5: b,9,26,8,57,100
INFO (broker)Network.broker6: Network.broker6: b,10,40,12,53,68
INFO (broker)Network.broker4: Network.broker4: b,11,28,8,46,89
INFO (client)Network.client5: Network.client5: c,12,2,6,0,31,2,1
INFO (client)Network.client6: Network.client6: c,13,6,4,0,30,1,1
INFO (client)Network.client7: Network.client7: c,14,4,3,0,18,4,3
INFO (client)Network.client8: Network.client8: c,15,4,7,0,37,3,2
INFO (client)Network.client9: Network.client9: c,16,8,4,0,30,2,1
INFO (client)Network.client10: Network.client10: c,17,7,3,0,13,2,2
INFO (client)Network.client: Network.client: c,18,5,3,0,40,14,5
INFO (client)Network.client11: Network.client11: c,19,3,3,0,14,6,2
INFO (client)Network.client12: Network.client12: c,20,1,4,0,7,1,1
INFO (client)Network.client13: Network.client13: c,21,5,3,0,15,2,2
INFO (client)Network.client14: Network.client14: c,22,1,4,0,6,1,1
INFO (client)Network.client15: Network.client15: c,23,2,3,0,15,2,2
INFO (client)Network.client16: Network.client16: c,24,2,3,0,34,2,1
INFO (client)Network.client17: Network.client17: c,25,4,5,0,40,3,2

INFO (client)Network.client1: Network.client1: c,2,2,19,0,125,15,2
INFO (client)Network.client2: Network.client2: c,3,5,1,0,3,0,0
INFO (broker)Network.broker1: Network.broker1: b,4,26,10,165,305
INFO (broker)Network.broker2: Network.broker2: b,5,37,22,165,329
INFO (client)Network.client3: Network.client3: c,6,2,16,0,125,13,1
INFO (client)Network.client4: Network.client4: c,7,1,4,0,4,0,0
INFO (broker)Network.broker3: Network.broker3: b,8,61,81,164,663
INFO (broker)Network.broker5: Network.broker5: b,9,32,12,164,454
INFO (broker)Network.broker6: Network.broker6: b,10,36,13,164,453
INFO (broker)Network.broker4: Network.broker4: b,11,45,16,158,318
INFO (client)Network.client5: Network.client5: c,12,7,12,1,143,3,1
INFO (client)Network.client6: Network.client6: c,13,6,17,1,130,1,0
INFO (client)Network.client7: Network.client7: c,14,6,14,0,138,27,6
INFO (client)Network.client8: Network.client8: c,15,2,14,0,132,3,1
INFO (client)Network.client9: Network.client9: c,16,5,13,0,139,4,2
INFO (client)Network.client10: Network.client10: c,17,7,11,0,134,22,5
INFO (client)Network.client: Network.client: c,18,3,4,0,23,5,3
INFO (client)Network.client11: Network.client11: c,19,5,11,0,119,7,2
INFO (client)Network.client12: Network.client12: c,20,4,2,0,25,5,3
INFO (client)Network.client13: Network.client13: c,21,4,8,0,148,4,2
INFO (client)Network.client14: Network.client14: c,22,5,1,0,26,2,2
INFO (client)Network.client15: Network.client15: c,23,6,4,2,23,2,2
INFO (client)Network.client16: Network.client16: c,24,4,12,0,144,4,2
INFO (client)Network.client17: Network.client17: c,25,4,13,0,143,3,1

INFO (client)Network.client1: Network.client1: c,2,2,14,0,147,18,3
INFO (client)Network.client2: Network.client2: c,3,3,3,0,7,3,2
INFO (broker)Network.broker1: Network.broker1: b,4,22,7,171,333
INFO (broker)Network.broker2: Network.broker2: b,5,37,26,168,193
INFO (client)Network.client3: Network.client3: c,6,4,2,0,15,7,4
INFO (client)Network.client4: Network.client4: c,7,2,3,0,5,1,1
INFO (broker)Network.broker3: Network.broker3: b,8,49,83,181,775
INFO (broker)Network.broker5: Network.broker5: b,9,32,11,181,482
INFO (broker)Network.broker6: Network.broker6: b,10,30,7,169,313
INFO (broker)Network.broker4: Network.broker4: b,11,31,8,173,489
INFO (client)Network.client5: Network.client5: c,12,2,21,0,142,15,2
INFO (client)Network.client6: Network.client6: c,13,5,15,0,150,14,2
INFO (client)Network.client7: Network.client7: c,14,2,15,0,145,16,4
INFO (client)Network.client8: Network.client8: c,15,4,14,0,148,14,2
INFO (client)Network.client9: Network.client9: c,16,4,14,0,139,22,3
INFO (client)Network.client10: Network.client10: c,17,2,15,0,137,13,2
INFO (client)Network.client: Network.client: c,18,2,15,0,141,15,2
INFO (client)Network.client11: Network.client11: c,19,2,3,0,6,4,2
INFO (client)Network.client12: Network.client12: c,20,4,1,0,11,5,3
INFO (client)Network.client13: Network.client13: c,21,2,4,0,4,2,2
INFO (client)Network.client14: Network.client14: c,22,6,17,0,121,9,3
INFO (client)Network.client15: Network.client15: c,23,3,15,0,146,13,2
INFO (client)Network.client16: Network.client16: c,24,6,14,0,146,19,5
INFO (client)Network.client17: Network.client17: c,25,4,11,0,128,13,3

INFO (client)Network.client1: Network.client1: c,2,4,2,0,20,9,4
INFO (client)Network.client2: Network.client2: c,3,5,1,0,3,0,0
INFO (broker)Network.broker1: Network.broker1: b,4,34,6,26,38
INFO (broker)Network.broker2: Network.broker2: b,5,54,46,26,55
INFO (client)Network.client3: Network.client3: c,6,8,0,0,18,8,4
INFO (client)Network.client4: Network.client4: c,7,4,4,0,12,5,2
INFO (broker)Network.broker3: Network.broker3: b,8,65,99,32,116
INFO (broker)Network.broker5: Network.broker5: b,9,33,6,31,45
INFO (broker)Network.broker6: Network.broker6: b,10,38,10,31,61
INFO (broker)Network.broker4: Network.broker4: b,11,41,13,30,46
INFO (client)Network.client5: Network.client5: c,12,7,3,0,14,1,1
INFO (client)Network.client6: Network.client6: c,13,8,1,0,14,0,0
INFO (client)Network.client7: Network.client7: c,14,3,2,0,18,1,1
INFO (client)Network.client8: Network.client8: c,15,3,3,0,13,1,1
INFO (client)Network.client9: Network.client9: c,16,6,2,0,14,0,0
INFO (client)Network.client10: Network.client10: c,17,4,3,0,21,2,2
INFO (client)Network.client: Network.client: c,18,1,4,0,6,4,2
INFO (client)Network.client11: Network.client11: c,19,0,5,0,0,0,0
INFO (client)Network.client12: Network.client12: c,20,4,3,0,9,5,3
INFO (client)Network.client13: Network.client13: c,21,3,2,0,19,1,1
INFO (client)Network.client14: Network.client14: c,22,7,2,0,18,1,1
INFO (client)Network.client15: Network.client15: c,23,1,5,0,9,1,1
INFO (client)Network.client16: Network.client16: c,24,2,4,0,5,1,1
INFO (client)Network.client17: Network.client17: c,25,6,3,0,21,1,1

INFO (client)Network.client1: Network.client1: c,2,4,6,0,39,10,5
INFO (client)Network.client2: Network.client2: c,3,4,2,0,2,0,0
INFO (broker)Network.broker1: Network.broker1: b,4,32,13,53,116
INFO (broker)Network.broker2: Network.broker2: b,5,42,34,53,94
INFO (client)Network.client3: Network.client3: c,6,2,3,0,9,2,2
INFO (client)Network.client4: Network.client4: c,7,5,3,0,10,6,4
INFO (broker)Network.broker3: Network.broker3: b,8,44,67,66,214
INFO (broker)Network.broker5: Network.broker5: b,9,23,6,67,104
INFO (broker)Network.broker6: Network.broker6: b,10,26,5,53,96
INFO (broker)Network.broker4: Network.broker4: b,11,28,11,63,102
INFO (client)Network.client5: Network.client5: c,12,3,7,0,46,4,3
INFO (client)Network.client6: Network.client6: c,13,2,5,0,17,3,2
INFO (client)Network.client7: Network.client7: c,14,2,4,0,14,3,2
INFO (client)Network.client8: Network.client8: c,15,2,5,0,31,1,1
INFO (client)Network.client9: Network.client9: c,16,2,6,0,28,1,1
INFO (client)Network.client10: Network.client10: c,17,3,6,0,38,2,2
INFO (client)Network.client: Network.client: c,18,3,7,0,36,9,5
INFO (client)Network.client11: Network.client11: c,19,4,2,0,22,9,6
INFO (client)Network.client12: Network.client12: c,20,6,3,0,26,12,6
INFO (client)Network.client13: Network.client13: c,21,3,2,0,16,3,2
INFO (client)Network.client14: Network.client14: c,22,3,5,0,44,4,3
INFO (client)Network.client15: Network.client15: c,23,6,4,0,23,2,2
INFO (client)Network.client16: Network.client16: c,24,3,6,0,45,3,3
INFO (client)Network.client17: Network.client17: c,25,2,4,0,5,2,1

INFO (client)Network.client1: Network.client1: c,2,4,2,0,1,0,0
INFO (client)Network.client2: Network.client2: c,3,3,4,0,24,4,3
INFO (broker)Network.broker1: Network.broker1: b,4,36,19,34,69
INFO (broker)Network.broker2: Network.broker2: b,5,68,28,34,82
INFO (client)Network.client3: Network.client3: c,6,2,3,0,19,0,0
INFO (client)Network.client4: Network.client4: c,7,4,3,0,23,5,4
INFO (broker)Network.broker3: Network.broker3: b,8,61,142,40,127
INFO (broker)Network.broker5: Network.broker5: b,9,47,7,43,64
INFO (broker)Network.broker6: Network.broker6: b,10,46,6,39,44
INFO (broker)Network.broker4: Network.broker4: b,11,52,6,36,79
INFO (client)Network.client5: Network.client5: c,12,3,3,0,24,2,1
INFO (client)Network.client6: Network.client6: c,13,4,2,0,26,2,1
INFO (client)Network.client7: Network.client7: c,14,3,3,0,13,1,1
INFO (client)Network.client8: Network.client8: c,15,3,3,0,16,0,0
INFO (client)Network.client9: Network.client9: c,16,5,3,0,7,0,0
INFO (client)Network.client10: Network.client10: c,17,3,4,0,25,2,1
INFO (client)Network.client: Network.client: c,18,9,1,0,21,6,5
INFO (client)Network.client11: Network.client11: c,19,6,2,0,14,1,1
INFO (client)Network.client12: Network.client12: c,20,5,3,0,8,3,3
INFO (client)Network.client13: Network.client13: c,21,0,5,0,0,0,0
INFO (client)Network.client14: Network.client14: c,22,7,2,0,17,4,3
INFO (client)Network.client15: Network.client15: c,23,3,4,0,20,2,1
INFO (client)Network.client16: Network.client16: c,24,3,5,0,24,2,1
INFO (client)Network.client17: Network.client17: c,25,8,2,1,22,2,1

INFO (client)Network.client1: Network.client1: c,2,7,5,0,38,5,2
INFO (client)Network.client2: Network.client2: c,3,4,6,0,20,6,1
INFO (broker)Network.broker1: Network.broker1: b,4,41,18,68,121
INFO (broker)Network.broker2: Network.broker2: b,5,50,28,68,178
INFO (client)Network.client3: Network.client3: c,6,4,2,0,23,7,2
INFO (client)Network.client4: Network.client4: c,7,5,5,0,61,12,4
INFO (broker)Network.broker3: Network.broker3: b,8,46,76,83,318
INFO (broker)Network.broker5: Network.broker5: b,9,30,6,75,122
INFO (broker)Network.broker6: Network.broker6: b,10,31,12,83,146
INFO (broker)Network.broker4: Network.broker4: b,11,25,5,78,150
INFO (client)Network.client5: Network.client5: c,12,2,3,0,32,1,0
INFO (client)Network.client6: Network.client6: c,13,2,4,0,65,2,1
INFO (client)Network.client7: Network.client7: c,14,3,7,0,40,1,1
INFO (client)Network.client8: Network.client8: c,15,4,3,0,44,1,1
INFO (client)Network.client9: Network.client9: c,16,5,7,0,40,6,2
INFO (client)Network.client10: Network.client10: c,17,4,6,0,75,2,1
INFO (client)Network.client: Network.client: c,18,6,3,0,24,7,2
INFO (client)Network.client11: Network.client11: c,19,5,5,0,20,7,2
INFO (client)Network.client12: Network.client12: c,20,5,2,0,24,6,1
INFO (client)Network.client13: Network.client13: c,21,4,5,0,13,2,1
INFO (client)Network.client14: Network.client14: c,22,5,7,0,39,1,1
INFO (client)Network.client15: Network.client15: c,23,1,7,0,39,1,1
INFO (client)Network.client16: Network.client16: c,24,3,5,0,23,1,0
INFO (client)Network.client17: Network.client17: c,25,4,8,0,50,1,1

INFO (client)Network.client1: Network.client1: c,2,1,4,0,10,6,2
INFO (client)Network.client2: Network.client2: c,3,3,3,0,5,1,1
INFO (broker)Network.broker1: Network.broker1: b,4,41,8,81,155
INFO (broker)Network.broker2: Network.broker2: b,5,57,56,77,201
INFO (client)Network.client3: Network.client3: c,6,7,7,0,58,16,7
INFO (client)Network.client4: Network.client4: c,7,8,3,3,42,14,7
INFO (broker)Network.broker3: Network.broker3: b,8,72,73,77,286
INFO (broker)Network.broker5: Network.broker5: b,9,39,16,77,111
INFO (broker)Network.broker6: Network.broker6: b,10,31,10,77,131
INFO (broker)Network.broker4: Network.broker4: b,11,26,5,73,95
INFO (client)Network.client5: Network.client5: c,12,4,4,0,27,4,2
INFO (client)Network.client6: Network.client6: c,13,1,5,0,15,3,1
INFO (client)Network.client7: Network.client7: c,14,4,4,0,26,5,3
INFO (client)Network.client8: Network.client8: c,15,4,9,0,36,3,2
INFO (client)Network.client9: Network.client9: c,16,4,2,0,52,5,4
INFO (client)Network.client10: Network.client10: c,17,6,7,0,34,7,2
INFO (client)Network.client: Network.client: c,18,4,9,0,65,22,9
INFO (client)Network.client11: Network.client11: c,19,2,10,0,49,12,4
INFO (client)Network.client12: Network.client12: c,20,9,6,0,44,14,9
INFO (client)Network.client13: Network.client13: c,21,3,5,0,31,6,4
INFO (client)Network.client14: Network.client14: c,22,4,10,0,51,6,3
INFO (client)Network.client15: Network.client15: c,23,2,8,0,36,3,2
INFO (client)Network.client16: Network.client16: c,24,12,4,0,32,4,4
INFO (client)Network.client17: Network.client17: c,25,2,4,0,17,3,1

INFO (client)Network.client1: Network.client1: c,2,2,14,0,131,5,4
INFO (client)Network.client2: Network.client2: c,3,5,4,0,24,4,3
INFO (broker)Network.broker1: Network.broker1: b,4,26,10,167,336
INFO (broker)Network.broker2: Network.broker2: b,5,36,25,172,342
INFO (client)Network.client3: Network.client3: c,6,3,4,0,29,7,4
INFO (client)Network.client4: Network.client4: c,7,1,15,0,118,3,2
INFO (broker)Network.broker3: Network.broker3: b,8,45,74,175,775
INFO (broker)Network.broker5: Network.broker5: b,9,28,9,175,340
INFO (broker)Network.broker6: Network.broker6: b,10,29,7,175,204
INFO (broker)Network.broker4: Network.broker4: b,11,34,9,150,412
INFO (client)Network.client5: Network.client5: c,12,5,15,0,126,4,3
INFO (client)Network.client6: Network.client6: c,13,2,16,0,114,2,2
INFO (client)Network.client7: Network.client7: c,14,4,15,0,146,7,4
INFO (client)Network.client8: Network.client8: c,15,5,11,0,150,9,5
INFO (client)Network.client9: Network.client9: c,16,4,2,0,17,6,3
INFO (client)Network.client10: Network.client10: c,17,3,3,0,26,6,3
INFO (client)Network.client: Network.client: c,18,4,5,0,14,3,3
INFO (client)Network.client11: Network.client11: c,19,2,16,0,129,5,3
INFO (client)Network.client12: Network.client12: c,20,4,7,0,15,3,1
INFO (client)Network.client13: Network.client13: c,21,4,10,0,146,7,4
INFO (client)Network.client14: Network.client14: c,22,4,11,0,130,4,3
INFO (client)Network.client15: Network.client15: c,23,7,17,0,124,14,6
INFO (client)Network.client16: Network.client16: c,24,1,7,0,11,4,2
INFO (client)Network.client17: Network.client17: c,25,4,16,0,133,7,4
